LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion (Target)
244,35,Female,Karachi,Referral,11,12,Cold,5,Mobile,Direct,5,1,0.4,21,3,79,Good,0
245,32,Female,Quetta,Email,19,3,Hot,3,Mobile,Google,2,1,0.7,1,8,160,No Payment,0
246,32,Male,Rawalpindi,Organic,35,5,Hot,1,Tablet,ReferralSite,2,2,0.3,1,3,81,No Payment,0
247,54,Female,Multan,Social Media,39,6,Hot,7,Mobile,Facebook,5,0,0.5,6,7,191,Good,0
248,48,Male,Peshawar,Social Media,8,14,Hot,3,Desktop,Direct,0,3,0.5,22,4,110,Good,0
249,28,Female,Lahore,Organic,41,11,Cold,1,Mobile,Google,2,0,0.3,24,5,39,Good,0
250,47,Male,Quetta,Referral,8,12,Hot,0,Mobile,Twitter,1,2,0.4,17,0,107,No Payment,0
251,31,Female,Lahore,Referral,32,12,Warm,9,Mobile,ReferralSite,3,2,0.1,19,0,131,No Payment,0
252,37,Female,Faisalabad,Organic,43,9,Warm,1,Desktop,Google,1,3,0.4,17,1,41,Good,0
253,49,Female,Karachi,Social Media,38,6,Hot,2,Desktop,Twitter,3,2,0.4,15,9,123,No Payment,0
254,35,Female,Faisalabad,Email,42,15,Cold,9,Tablet,Direct,2,1,0.1,6,5,189,No Payment,0
255,24,Female,Multan,Organic,24,13,Warm,1,Tablet,Facebook,3,2,0.3,13,9,30,Good,0
256,48,Female,Faisalabad,Social Media,12,13,Hot,9,Mobile,Facebook,3,1,0.7,21,4,67,No Payment,0
257,55,Male,Karachi,Social Media,16,12,Cold,0,Tablet,Twitter,5,3,0.3,5,5,195,No Payment,0
258,26,Male,Sialkot,Email,40,6,Warm,1,Mobile,Direct,4,3,0.6,4,6,134,No Payment,0
259,23,Female,Islamabad,Email,49,12,Warm,4,Desktop,Twitter,2,0,0.4,19,1,157,No Payment,0
260,54,Male,Gujranwala,Social Media,21,13,Hot,3,Mobile,Twitter,1,0,0.2,9,2,87,No Payment,0
261,20,Female,Multan,Email,55,12,Hot,5,Mobile,Google,0,0,0.3,18,7,132,No Payment,0
262,25,Female,Multan,Organic,27,6,Cold,7,Tablet,Google,2,3,0.4,9,1,99,Good,0
263,35,Male,Faisalabad,Organic,51,15,Cold,4,Desktop,Google,1,0,0.7,14,4,34,No Payment,0
264,30,Female,Islamabad,Social Media,30,13,Warm,5,Tablet,ReferralSite,5,3,0.5,1,10,138,No Payment,0
265,46,Female,Gujranwala,Referral,48,3,Cold,5,Desktop,Facebook,2,3,0.1,4,8,94,Good,0
266,51,Female,Faisalabad,Referral,18,13,Cold,5,Mobile,Twitter,1,0,0.1,20,7,127,No Payment,0
267,50,Female,Multan,Referral,26,14,Hot,2,Tablet,Twitter,4,2,0.3,20,3,138,No Payment,0
268,33,Male,Islamabad,Social Media,45,11,Cold,6,Tablet,Facebook,0,1,0.6,21,10,172,No Payment,0
269,45,Female,Rawalpindi,Organic,48,12,Hot,9,Tablet,Facebook,2,1,0.1,4,8,138,No Payment,0
270,23,Female,Quetta,Social Media,23,5,Hot,6,Mobile,Facebook,1,3,0.5,8,9,126,No Payment,0
271,30,Male,Karachi,Organic,6,10,Warm,4,Tablet,Direct,3,3,0.7,8,7,68,Good,0
272,44,Female,Karachi,Social Media,49,10,Cold,6,Mobile,Direct,0,2,0.7,21,0,84,No Payment,0
273,20,Male,Islamabad,Email,51,4,Warm,10,Tablet,Twitter,4,2,0.8,13,10,122,No Payment,0
274,44,Female,Sialkot,Social Media,15,15,Cold,1,Tablet,Direct,2,1,0.2,19,0,135,No Payment,0
275,36,Female,Rawalpindi,Email,26,5,Hot,2,Desktop,Twitter,2,2,0.6,19,3,174,Good,0
276,49,Male,Sialkot,Organic,29,10,Warm,7,Tablet,Google,5,0,0.2,8,0,114,No Payment,0
277,38,Male,Karachi,Referral,22,8,Warm,9,Mobile,Facebook,0,1,0.5,2,5,104,Good,0
278,47,Male,Sialkot,Social Media,24,13,Hot,9,Tablet,Facebook,4,2,0.6,8,10,35,Good,0
279,55,Male,Faisalabad,Referral,6,10,Hot,2,Desktop,Direct,3,3,0.1,18,8,25,No Payment,0
280,51,Male,Karachi,Email,24,4,Warm,8,Desktop,Google,0,2,0.1,9,2,62,No Payment,0
281,29,Male,Faisalabad,Referral,9,7,Cold,10,Desktop,Google,4,0,0.3,20,3,167,Good,0
282,32,Male,Faisalabad,Social Media,7,3,Hot,9,Desktop,ReferralSite,4,2,0.2,11,9,98,No Payment,0
283,38,Male,Islamabad,Referral,60,5,Hot,7,Tablet,Direct,2,2,0.6,2,1,155,No Payment,0
284,33,Male,Gujranwala,Referral,25,12,Warm,8,Desktop,Twitter,3,0,0.8,1,6,54,Good,0
285,23,Male,Sialkot,Organic,5,14,Hot,6,Desktop,Direct,5,0,0.8,15,6,57,Good,0
286,57,Male,Multan,Organic,35,12,Cold,1,Mobile,Direct,0,3,0.6,20,8,85,Good,0
287,54,Female,Faisalabad,Organic,50,15,Hot,8,Tablet,Twitter,3,2,0.6,16,9,168,Good,0
288,23,Female,Sialkot,Organic,11,14,Warm,6,Tablet,Facebook,1,1,0.4,1,10,113,No Payment,0
289,40,Male,Sialkot,Organic,18,13,Warm,10,Desktop,Google,1,1,0.3,4,1,115,Good,0
290,23,Female,Peshawar,Referral,16,7,Warm,1,Mobile,Facebook,3,1,0.3,19,10,138,Good,0
291,23,Female,Rawalpindi,Social Media,29,2,Cold,0,Tablet,Twitter,5,0,0.1,7,6,25,Good,0
292,57,Male,Quetta,Referral,19,8,Cold,1,Tablet,Twitter,4,3,0.2,15,2,32,Good,0
293,50,Male,Peshawar,Referral,15,7,Warm,8,Tablet,Twitter,0,3,0.2,5,6,166,No Payment,0
294,52,Male,Sialkot,Referral,37,15,Cold,7,Tablet,Facebook,1,2,0.5,7,6,94,Good,0
295,53,Female,Multan,Social Media,42,14,Warm,5,Desktop,Facebook,0,0,0.3,12,1,141,No Payment,0
296,30,Male,Gujranwala,Referral,51,3,Hot,7,Tablet,Facebook,2,0,0.8,20,6,153,No Payment,0
297,23,Male,Islamabad,Social Media,59,2,Hot,3,Mobile,ReferralSite,0,3,0.6,14,4,150,Good,0
298,52,Male,Gujranwala,Referral,12,9,Warm,2,Tablet,Direct,0,2,0.2,15,8,82,Good,0
299,25,Male,Rawalpindi,Social Media,18,5,Cold,4,Mobile,Google,1,3,0.6,19,3,20,No Payment,0
300,31,Male,Gujranwala,Email,10,10,Hot,2,Tablet,Twitter,1,2,0.4,12,5,35,Good,0
301,24,Male,Islamabad,Social Media,25,8,Cold,1,Mobile,Google,1,1,0.6,21,5,46,No Payment,0
302,58,Male,Faisalabad,Referral,43,2,Hot,7,Tablet,Direct,5,3,0.7,12,10,88,No Payment,0
303,24,Female,Faisalabad,Organic,46,12,Hot,2,Desktop,Twitter,2,1,0.5,5,4,156,Good,0
304,35,Male,Sialkot,Social Media,37,7,Cold,1,Desktop,Google,3,3,0.7,10,8,76,No Payment,0
305,45,Female,Islamabad,Email,5,14,Cold,3,Desktop,Direct,3,1,0.2,2,2,23,No Payment,0
306,27,Female,Peshawar,Email,30,7,Warm,3,Desktop,ReferralSite,1,3,0.4,12,4,83,No Payment,0
307,56,Male,Karachi,Organic,34,3,Cold,4,Desktop,ReferralSite,2,1,0.1,11,10,49,Good,0
308,35,Male,Rawalpindi,Email,60,9,Hot,8,Mobile,Direct,3,2,0.1,23,2,85,No Payment,0
309,57,Male,Lahore,Referral,52,15,Warm,8,Desktop,Direct,4,1,0.5,24,1,54,Good,0
310,58,Male,Multan,Referral,41,10,Hot,7,Tablet,Facebook,0,2,0.7,6,7,78,Good,0
311,22,Male,Peshawar,Referral,8,9,Hot,3,Desktop,Direct,2,0,0.3,8,9,21,No Payment,0
312,59,Female,Peshawar,Email,34,7,Cold,3,Tablet,ReferralSite,1,0,0.5,17,10,66,No Payment,0
313,25,Male,Peshawar,Referral,6,12,Warm,8,Tablet,Direct,2,0,0.1,3,5,78,No Payment,0
314,46,Male,Lahore,Referral,47,13,Cold,1,Tablet,Facebook,3,3,0.4,8,5,199,Good,0
315,57,Male,Faisalabad,Organic,30,10,Cold,10,Desktop,Google,4,3,0.3,14,0,170,Good,0
316,56,Male,Multan,Organic,20,4,Cold,6,Desktop,Twitter,5,1,0.2,3,1,27,No Payment,0
317,53,Female,Islamabad,Organic,41,4,Hot,3,Desktop,Twitter,3,2,0.3,12,6,136,No Payment,0
318,40,Female,Quetta,Email,20,15,Warm,2,Tablet,Twitter,3,1,0.1,6,1,31,Good,0
319,36,Female,Faisalabad,Social Media,24,8,Cold,4,Desktop,Google,2,2,0.7,4,4,56,No Payment,0
320,33,Female,Rawalpindi,Email,40,3,Warm,9,Tablet,ReferralSite,1,2,0.7,6,6,138,No Payment,0
321,40,Female,Karachi,Social Media,53,4,Hot,0,Mobile,Direct,5,1,0.5,22,5,95,No Payment,0
322,35,Female,Islamabad,Referral,25,4,Warm,7,Mobile,ReferralSite,1,2,0.6,15,4,65,No Payment,0
323,36,Male,Quetta,Referral,45,10,Hot,1,Desktop,ReferralSite,1,3,0.8,17,7,94,Good,0
324,45,Male,Faisalabad,Social Media,7,8,Warm,5,Mobile,Facebook,4,2,0.6,17,0,68,No Payment,0
325,28,Male,Peshawar,Email,30,4,Hot,3,Desktop,Direct,4,0,0.3,6,7,175,No Payment,0
326,39,Male,Islamabad,Referral,17,9,Cold,3,Tablet,Twitter,1,2,0.2,3,0,127,Good,0
327,49,Female,Peshawar,Organic,36,5,Hot,9,Mobile,Google,3,0,0.2,11,6,127,Good,0
328,40,Female,Multan,Referral,45,11,Hot,2,Tablet,Google,1,2,0.4,9,6,115,Good,0
329,24,Male,Karachi,Organic,38,7,Cold,9,Desktop,Facebook,0,1,0.7,11,6,24,Good,0
330,20,Male,Sialkot,Email,5,13,Cold,4,Desktop,Facebook,1,3,0.3,9,2,74,Good,0
331,49,Male,Karachi,Organic,14,6,Hot,1,Tablet,Google,3,2,0.3,15,7,80,No Payment,0
332,59,Male,Karachi,Social Media,53,10,Hot,6,Desktop,Direct,2,3,0.6,20,4,102,No Payment,0
333,56,Male,Gujranwala,Social Media,15,15,Warm,1,Tablet,Direct,0,1,0.5,23,4,107,No Payment,0
334,26,Female,Peshawar,Email,55,11,Warm,7,Mobile,ReferralSite,1,3,0.4,5,2,146,Good,0
335,24,Female,Gujranwala,Social Media,9,12,Warm,2,Desktop,Direct,0,3,0.1,2,10,159,No Payment,0
336,54,Male,Sialkot,Social Media,57,14,Warm,3,Tablet,Direct,0,1,0.5,11,9,179,Good,0
337,33,Female,Quetta,Referral,35,15,Cold,10,Desktop,Facebook,0,1,0.6,21,3,184,Good,0
338,52,Male,Rawalpindi,Social Media,29,8,Cold,0,Mobile,ReferralSite,5,3,0.7,7,4,182,No Payment,0
339,36,Female,Quetta,Referral,38,9,Hot,0,Desktop,Google,2,1,0.8,8,3,131,Good,0
340,28,Male,Multan,Organic,41,14,Warm,1,Tablet,Google,0,1,0.5,14,4,179,No Payment,0
341,42,Female,Faisalabad,Email,11,15,Cold,10,Tablet,Twitter,3,3,0.5,20,10,113,No Payment,0
342,24,Male,Islamabad,Organic,43,6,Cold,9,Desktop,Direct,1,2,0.8,9,9,176,No Payment,0
343,35,Female,Lahore,Organic,20,2,Warm,3,Desktop,Facebook,4,3,0.4,13,3,129,No Payment,0
344,43,Female,Rawalpindi,Organic,55,3,Warm,1,Mobile,Facebook,2,3,0.4,16,3,154,Good,0
345,38,Female,Gujranwala,Referral,23,10,Cold,1,Mobile,Google,3,0,0.6,7,8,30,Good,0
346,30,Male,Islamabad,Organic,53,12,Cold,7,Mobile,Twitter,2,3,0.3,1,1,133,No Payment,0
347,48,Male,Gujranwala,Organic,28,5,Warm,7,Desktop,Facebook,4,3,0.5,4,2,34,Good,0
348,54,Male,Rawalpindi,Social Media,6,7,Warm,7,Mobile,ReferralSite,2,1,0.6,4,8,24,No Payment,0
349,39,Female,Islamabad,Social Media,7,15,Cold,3,Mobile,ReferralSite,0,3,0.2,10,8,25,Good,0
350,59,Female,Lahore,Referral,31,4,Hot,3,Mobile,ReferralSite,3,3,0.2,19,6,26,No Payment,0
351,53,Male,Quetta,Social Media,43,7,Warm,3,Mobile,Twitter,2,3,0.3,8,7,23,No Payment,0
352,20,Male,Rawalpindi,Referral,19,5,Cold,4,Mobile,ReferralSite,2,0,0.7,20,10,49,Good,0
353,55,Male,Islamabad,Social Media,46,2,Hot,4,Desktop,Direct,3,1,0.5,22,6,62,No Payment,0
354,39,Female,Quetta,Referral,5,4,Hot,7,Mobile,Direct,4,2,0.6,22,8,20,Good,0
355,26,Female,Quetta,Referral,49,15,Cold,10,Mobile,Google,2,3,0.5,2,4,184,No Payment,0
356,28,Male,Multan,Referral,45,3,Warm,6,Tablet,Google,3,0,0.5,15,3,171,No Payment,0
357,36,Male,Quetta,Referral,19,9,Hot,5,Desktop,Direct,1,3,0.2,17,2,53,Good,0
358,27,Male,Faisalabad,Email,5,8,Cold,5,Mobile,Direct,5,1,0.2,14,6,156,No Payment,0
359,26,Female,Karachi,Email,38,9,Cold,3,Mobile,Direct,2,3,0.2,17,8,128,No Payment,0
360,55,Female,Multan,Organic,56,3,Hot,10,Tablet,Twitter,4,1,0.7,7,4,47,Good,0
361,29,Male,Rawalpindi,Organic,44,7,Cold,7,Tablet,Google,0,2,0.7,2,0,97,Good,0
362,37,Female,Rawalpindi,Referral,44,14,Warm,8,Desktop,Direct,3,2,0.2,13,3,103,Good,0
363,38,Male,Peshawar,Organic,49,3,Warm,8,Desktop,Twitter,2,1,0.7,3,9,124,No Payment,0
364,58,Female,Islamabad,Email,53,7,Warm,9,Tablet,Direct,2,1,0.5,17,3,108,No Payment,0
365,33,Male,Gujranwala,Email,34,11,Cold,5,Desktop,Google,1,1,0.6,17,5,86,Good,0
366,41,Male,Quetta,Email,56,8,Warm,10,Desktop,Google,4,3,0.4,24,1,91,Good,0
367,33,Male,Peshawar,Referral,14,5,Warm,1,Tablet,Facebook,3,0,0.7,22,3,180,No Payment,0
368,60,Female,Gujranwala,Organic,58,13,Hot,1,Tablet,ReferralSite,1,2,0.5,8,3,48,Good,0
369,36,Female,Gujranwala,Email,32,6,Hot,10,Mobile,Google,0,2,0.7,16,4,173,No Payment,0
370,52,Male,Quetta,Organic,8,13,Warm,2,Tablet,ReferralSite,3,1,0.3,9,7,65,No Payment,0
371,51,Male,Faisalabad,Referral,25,11,Hot,7,Mobile,Facebook,4,2,0.6,3,8,131,Good,0
372,36,Male,Faisalabad,Email,54,5,Warm,6,Mobile,Google,5,2,0.6,10,0,53,No Payment,0
373,23,Female,Peshawar,Social Media,44,6,Warm,2,Mobile,ReferralSite,4,3,0.7,6,7,98,Good,0
374,25,Female,Sialkot,Email,13,13,Cold,5,Mobile,Direct,4,3,0.5,22,5,200,Good,0
375,60,Female,Lahore,Organic,44,10,Hot,1,Desktop,Direct,2,3,0.1,16,10,101,Good,0
376,47,Female,Multan,Email,46,3,Hot,5,Mobile,Twitter,4,0,0.4,23,9,34,No Payment,0
377,37,Male,Faisalabad,Organic,34,10,Hot,1,Desktop,Facebook,5,2,0.3,13,7,128,No Payment,0
378,22,Female,Gujranwala,Social Media,28,3,Warm,1,Mobile,ReferralSite,2,0,0.3,14,0,142,No Payment,0
379,20,Female,Peshawar,Social Media,39,15,Hot,1,Mobile,Google,1,1,0.4,22,6,184,No Payment,0
380,41,Female,Multan,Email,27,3,Cold,7,Tablet,Google,3,2,0.1,16,10,159,No Payment,0
381,28,Female,Quetta,Organic,16,5,Hot,0,Desktop,ReferralSite,5,0,0.4,21,1,183,No Payment,0
382,60,Female,Faisalabad,Social Media,22,15,Hot,10,Desktop,Google,3,2,0.5,11,4,74,No Payment,0
383,36,Female,Faisalabad,Referral,33,12,Warm,4,Mobile,Facebook,5,2,0.4,3,2,198,No Payment,0
384,30,Male,Rawalpindi,Organic,18,9,Hot,5,Mobile,Direct,0,0,0.4,14,1,173,No Payment,0
385,48,Male,Gujranwala,Social Media,10,10,Cold,3,Tablet,ReferralSite,1,3,0.4,13,4,101,No Payment,0
386,55,Male,Quetta,Referral,9,15,Hot,9,Mobile,Google,5,0,0.1,24,6,48,No Payment,0
387,47,Female,Multan,Social Media,38,12,Warm,6,Desktop,Twitter,2,2,0.8,19,2,44,No Payment,0
388,55,Female,Rawalpindi,Referral,7,3,Hot,4,Desktop,Direct,5,0,0.5,24,1,148,Good,0
389,20,Male,Gujranwala,Organic,53,9,Cold,9,Mobile,ReferralSite,4,3,0.2,22,10,48,No Payment,0
390,27,Male,Faisalabad,Social Media,44,6,Cold,2,Tablet,ReferralSite,4,1,0.2,21,8,132,Good,0
391,24,Male,Karachi,Social Media,15,8,Cold,2,Mobile,Twitter,1,2,0.5,14,6,184,No Payment,0
392,29,Male,Quetta,Referral,27,14,Warm,3,Tablet,Direct,5,3,0.4,16,9,27,No Payment,0
393,54,Male,Rawalpindi,Social Media,59,9,Warm,4,Tablet,Facebook,1,2,0.2,9,2,159,No Payment,0
394,22,Female,Lahore,Referral,38,11,Cold,0,Mobile,Twitter,5,3,0.2,15,4,189,Good,0
395,43,Male,Lahore,Social Media,7,5,Cold,7,Desktop,Direct,0,0,0.8,9,7,34,Good,0
396,57,Female,Peshawar,Referral,27,2,Cold,7,Mobile,ReferralSite,5,1,0.2,12,5,180,Good,0
397,55,Female,Islamabad,Social Media,59,6,Cold,2,Desktop,Google,1,1,0.5,6,2,91,Good,0
398,29,Male,Multan,Organic,15,11,Cold,0,Desktop,Facebook,4,2,0.7,7,1,197,Good,0
399,47,Male,Rawalpindi,Social Media,39,5,Cold,0,Desktop,Direct,0,0,0.5,16,0,111,No Payment,0
400,28,Male,Multan,Referral,22,10,Warm,4,Mobile,Facebook,4,0,0.1,5,1,139,Good,0
401,22,Female,Multan,Referral,11,15,Warm,0,Tablet,Direct,1,1,0.7,8,4,191,No Payment,0
402,39,Male,Multan,Referral,58,14,Warm,3,Desktop,Google,0,3,0.8,19,9,179,Good,0
403,43,Female,Karachi,Referral,25,9,Warm,10,Tablet,ReferralSite,5,2,0.6,22,9,55,Good,0
404,22,Female,Multan,Email,26,15,Cold,6,Desktop,Google,4,2,0.8,18,10,178,Good,0
405,42,Male,Faisalabad,Email,30,3,Cold,3,Desktop,Direct,0,0,0.2,7,9,126,Good,0
406,33,Female,Sialkot,Email,40,13,Warm,10,Desktop,ReferralSite,0,3,0.3,14,2,132,No Payment,0
407,35,Female,Islamabad,Email,38,12,Warm,3,Mobile,Facebook,3,1,0.3,9,7,88,Good,0
408,26,Male,Karachi,Social Media,53,6,Hot,7,Mobile,Facebook,2,2,0.5,8,8,30,No Payment,0
409,42,Male,Peshawar,Email,7,2,Hot,0,Mobile,Direct,5,0,0.5,8,0,42,No Payment,0
410,55,Male,Quetta,Organic,17,5,Hot,9,Desktop,Google,0,1,0.3,14,8,138,No Payment,0
411,46,Male,Peshawar,Social Media,11,6,Hot,6,Tablet,Twitter,0,0,0.3,9,4,184,Good,0
412,59,Male,Sialkot,Email,46,3,Cold,4,Mobile,Twitter,5,0,0.2,20,9,47,No Payment,0
413,29,Male,Gujranwala,Email,49,8,Warm,9,Mobile,Facebook,2,3,0.8,15,0,180,Good,0
414,35,Female,Islamabad,Social Media,23,15,Hot,2,Tablet,Direct,2,2,0.1,21,8,175,No Payment,0
415,30,Male,Gujranwala,Organic,10,4,Cold,9,Tablet,Twitter,5,0,0.1,20,8,115,No Payment,0
416,31,Male,Gujranwala,Referral,18,15,Cold,5,Desktop,Direct,3,0,0.1,21,8,66,Good,0
417,46,Female,Peshawar,Organic,11,6,Hot,7,Mobile,Direct,0,3,0.7,3,7,128,Good,0
418,21,Male,Faisalabad,Social Media,51,4,Warm,1,Mobile,Google,1,0,0.5,14,4,194,No Payment,0
419,31,Male,Gujranwala,Email,21,6,Hot,2,Mobile,Facebook,4,1,0.6,11,0,42,Good,0
420,41,Male,Sialkot,Referral,51,6,Hot,7,Desktop,Direct,0,0,0.8,12,0,100,No Payment,0
421,46,Male,Quetta,Social Media,17,9,Warm,3,Mobile,ReferralSite,1,0,0.5,7,3,185,Good,0
422,35,Female,Gujranwala,Referral,10,13,Warm,9,Mobile,Direct,1,2,0.5,5,5,28,No Payment,0
423,37,Female,Karachi,Email,29,8,Cold,4,Desktop,Twitter,5,1,0.3,23,2,190,Good,0
424,30,Female,Multan,Organic,15,14,Hot,6,Desktop,Facebook,3,2,0.4,20,9,123,No Payment,0
425,26,Female,Islamabad,Social Media,35,9,Warm,0,Desktop,ReferralSite,4,3,0.4,6,10,40,Good,0
426,44,Female,Islamabad,Email,54,5,Cold,8,Desktop,Facebook,2,1,0.8,12,4,54,No Payment,0
427,22,Female,Karachi,Email,44,12,Cold,5,Tablet,Twitter,4,1,0.4,24,9,182,No Payment,0
428,50,Male,Karachi,Referral,30,9,Hot,5,Desktop,ReferralSite,1,0,0.4,23,9,128,Good,0
429,34,Male,Sialkot,Organic,5,13,Cold,9,Mobile,Facebook,2,2,0.6,19,8,82,Good,0
430,32,Female,Peshawar,Social Media,28,2,Cold,8,Tablet,Google,1,2,0.3,15,7,189,Good,0
431,49,Male,Quetta,Referral,6,3,Warm,0,Tablet,Twitter,4,2,0.7,5,4,24,Good,0
432,42,Female,Peshawar,Organic,9,6,Warm,1,Tablet,Direct,1,1,0.5,18,4,34,Good,0
433,39,Male,Gujranwala,Email,36,5,Warm,2,Mobile,Twitter,0,0,0.2,8,0,30,Good,0
434,34,Female,Rawalpindi,Social Media,48,10,Warm,6,Tablet,Facebook,2,1,0.7,10,8,184,No Payment,0
435,34,Male,Sialkot,Social Media,51,6,Warm,10,Tablet,Twitter,0,1,0.5,17,10,136,Good,0
436,21,Male,Multan,Referral,50,10,Warm,9,Desktop,Google,3,0,0.4,8,1,138,Good,0
437,32,Male,Peshawar,Referral,8,9,Warm,5,Tablet,Twitter,5,3,0.3,23,6,147,No Payment,0
438,45,Female,Rawalpindi,Organic,22,4,Cold,4,Mobile,Facebook,1,1,0.8,23,5,159,Good,0
439,41,Male,Sialkot,Email,32,4,Cold,10,Desktop,Direct,5,1,0.6,14,2,64,Good,0
440,37,Male,Sialkot,Social Media,13,15,Cold,1,Tablet,Facebook,0,1,0.3,2,9,190,No Payment,0
441,24,Female,Karachi,Social Media,28,13,Hot,7,Tablet,ReferralSite,4,2,0.2,17,6,77,Good,0
442,37,Male,Multan,Social Media,41,6,Hot,5,Mobile,Facebook,1,3,0.5,11,0,194,Good,0
443,42,Female,Karachi,Organic,30,10,Cold,7,Tablet,Google,5,2,0.7,11,7,154,No Payment,0
444,52,Male,Islamabad,Referral,17,11,Hot,5,Tablet,Google,4,0,0.6,9,8,114,No Payment,0
445,45,Male,Karachi,Social Media,36,7,Hot,7,Tablet,Facebook,5,0,0.2,23,7,27,No Payment,0
446,54,Female,Islamabad,Social Media,53,12,Warm,4,Desktop,Google,1,1,0.6,4,8,79,Good,0
447,41,Female,Rawalpindi,Social Media,35,13,Cold,10,Tablet,Facebook,1,1,0.6,4,1,145,No Payment,0
448,21,Male,Lahore,Referral,58,5,Warm,8,Mobile,Direct,0,2,0.2,21,0,160,Good,0
449,27,Female,Lahore,Email,59,3,Hot,2,Tablet,Twitter,5,3,0.3,6,5,129,Good,0
450,36,Male,Multan,Referral,26,8,Hot,1,Tablet,ReferralSite,1,3,0.5,6,8,181,No Payment,0
451,31,Male,Faisalabad,Referral,26,6,Hot,9,Mobile,Google,4,3,0.7,18,4,67,Good,0
452,57,Female,Sialkot,Referral,13,9,Cold,5,Tablet,Google,2,3,0.6,20,4,97,Good,0
453,36,Female,Rawalpindi,Referral,41,3,Hot,9,Mobile,Facebook,5,1,0.4,9,3,163,Good,0
454,22,Female,Faisalabad,Email,55,8,Cold,6,Desktop,Facebook,0,0,0.3,22,9,37,Good,0
455,26,Male,Multan,Referral,43,2,Warm,6,Mobile,Google,3,2,0.4,3,4,64,No Payment,0
456,58,Male,Lahore,Referral,46,10,Hot,9,Mobile,Twitter,5,1,0.6,7,6,43,No Payment,0
457,47,Male,Faisalabad,Email,19,5,Cold,8,Desktop,Facebook,1,3,0.2,9,3,180,No Payment,0
458,42,Male,Gujranwala,Social Media,37,15,Warm,5,Tablet,Google,0,3,0.2,3,1,70,Good,0
459,40,Male,Faisalabad,Social Media,15,11,Warm,6,Tablet,ReferralSite,0,0,0.7,6,5,199,Good,0
460,47,Male,Rawalpindi,Email,58,10,Hot,4,Tablet,ReferralSite,5,2,0.6,5,8,151,No Payment,0
461,58,Female,Islamabad,Social Media,8,10,Hot,6,Mobile,ReferralSite,5,0,0.5,5,9,153,Good,0
462,52,Female,Sialkot,Organic,56,12,Warm,3,Desktop,Facebook,0,1,0.5,12,9,163,Good,0
463,27,Male,Islamabad,Social Media,42,9,Cold,7,Tablet,Google,4,2,0.2,18,2,99,No Payment,0
464,44,Male,Peshawar,Email,6,15,Hot,2,Mobile,Twitter,3,1,0.7,22,10,25,No Payment,0
465,56,Male,Peshawar,Organic,11,3,Cold,5,Tablet,Twitter,3,1,0.3,4,10,80,Good,0
466,32,Female,Multan,Organic,33,13,Hot,9,Mobile,Google,1,2,0.4,4,0,102,No Payment,0
467,36,Male,Islamabad,Social Media,8,4,Hot,7,Mobile,Facebook,2,0,0.2,22,0,165,No Payment,0
468,22,Male,Faisalabad,Email,34,12,Hot,1,Desktop,Facebook,3,2,0.1,15,5,150,Good,0
469,47,Female,Peshawar,Email,21,7,Hot,0,Tablet,Facebook,3,3,0.2,18,7,98,Good,0
470,20,Male,Quetta,Social Media,20,4,Hot,1,Desktop,Direct,1,1,0.5,16,7,152,No Payment,0
471,53,Male,Quetta,Organic,11,6,Warm,9,Mobile,Twitter,0,0,0.6,11,1,80,Good,0
472,54,Male,Peshawar,Email,15,7,Warm,7,Desktop,Google,3,0,0.7,12,2,86,No Payment,0
473,32,Male,Islamabad,Social Media,11,5,Warm,3,Mobile,Google,1,1,0.7,9,6,171,No Payment,0
474,43,Male,Sialkot,Organic,21,3,Warm,9,Tablet,ReferralSite,2,2,0.4,12,7,68,Good,0
475,47,Female,Gujranwala,Organic,58,8,Cold,1,Desktop,Google,2,0,0.6,23,0,51,No Payment,0
476,24,Female,Rawalpindi,Organic,24,11,Cold,0,Tablet,Direct,0,1,0.7,6,4,95,Good,0
477,41,Male,Quetta,Organic,60,8,Warm,9,Tablet,Direct,0,2,0.6,5,6,160,No Payment,0
478,59,Male,Faisalabad,Social Media,49,9,Warm,4,Mobile,Facebook,3,0,0.2,19,5,158,No Payment,0
479,40,Female,Quetta,Organic,38,8,Warm,4,Tablet,ReferralSite,2,2,0.7,21,10,92,Good,0
480,27,Female,Peshawar,Referral,25,5,Hot,8,Desktop,Facebook,5,0,0.2,15,1,23,No Payment,0
481,39,Female,Gujranwala,Organic,35,4,Hot,8,Tablet,Twitter,5,2,0.5,14,5,109,No Payment,0
482,52,Female,Faisalabad,Referral,24,12,Cold,8,Tablet,Facebook,4,3,0.4,2,10,129,No Payment,0
483,39,Female,Islamabad,Organic,5,10,Warm,9,Tablet,Facebook,2,0,0.3,9,4,168,Good,0
484,46,Male,Gujranwala,Social Media,17,12,Cold,2,Desktop,ReferralSite,4,2,0.2,19,10,161,Good,0
485,40,Male,Multan,Email,50,8,Hot,2,Mobile,Google,0,2,0.1,14,10,186,Good,0
486,45,Male,Sialkot,Social Media,16,4,Cold,5,Desktop,Facebook,0,3,0.5,12,4,169,Good,0
487,38,Male,Rawalpindi,Email,34,6,Cold,2,Tablet,Twitter,1,0,0.7,20,10,90,No Payment,0
